0.0897,5.1954,22.6626,1.1191,0.4387,85.2594,0.0066,2.32468E+11,17.2401,31.4656,0.97,42.6181,80.7413,0.1153,22.8761,13.8427,11407073837,25
1.594,4.8803,15.8284,0.9923,0.6107,85.046,0.0068,4057594651,6.5964,28.1082,5.4911,47.4069,5.1452,5.5503,0.895,0.9371,31590524.59,25
0.1214,-0.3751,-1.8458,1.4271,1.3275,41.3086,0.0399,2003729875,4.5796,-62.2023,-1.2769,-214.7061,2.7789,3.0733,-6.5457,-8.1028,2825433.43,25
0.265,4.844,8.1469,1.1089,0.6663,67.1774,-0.0191,53685786000,18.2941,-1.9345,-15.2,-16.2419,2.2303,1.2304,6.656,2.5802,330047000,25
0.132,26.6895,42.6892,1.0872,0.909,53.6219,-0.0635,5074133656,38.6145,-1.1206,-0.536,-44.1345,0.7061,1.521,93.3685,9.0164,41481000.07,25
0.572,10.4404,13.773,1.5071,1.0814,48.7271,0.1035,5324823185,3.764,20.8046,-28.5974,-4.0618,2.3883,2.8964,7.4052,6.4705,16782446.66,25
0.3303,3.1176,9.4258,1.0516,0.7706,75.9727,0.0118,33816632000,16.5963,13.1244,1.45,123.2109,2.0721,1.0377,3.8673,4.0901,595289000,15
0.2525,4.7051,13.1438,1.0648,0.9666,60.4252,0.0658,61203199000,-8.9838,-16.6442,-0.84,60.9241,3.884,3.0976,4.967,6.2516,241189000,25
0.2284,6.077,10.0836,1.5277,1.322,62.9904,0.0559,37571583711,16.2631,51.2342,-3.5628,201.2635,0.8913,1.5657,12.7861,11.5469,175793042.7,15
0.4704,7.7369,12.0349,0.7445,0.5054,57.0189,0.0966,13072819688,610.4213,2456.5812,0.927,1039.9115,41.0589,3.4745,6.5633,6.4667,65850472.77,25
0.4592,5.3563,4.877,0.7254,0.5876,55.6794,0.0267,2881963154,9.3841,39.2829,4.4789,13.117,7.9433,6.0497,4.6485,4.3006,6427241.6,25
0.0229,38.5593,49.0355,4.1772,3.3729,13.8177,-0.1755,218690938.2,-50.982,-10.7201,-0.4386,95.9381,3.1638,0.2123,574.5695,-13.1823,92909.9,25
0.1736,-22.2867,-2770.6635,0.7261,0.7226,96.4129,0.0822,7079605.6,-25.3045,-97.0149,-80.315,19.8587,0.69,20.1246,-48.8221,-9.1085,274723.7,25
0.2879,7.9899,11.2761,2.3878,2.1797,31.4227,0.1807,11574235793,9.1386,8.2012,-1.1125,23.5044,3.1456,1.6108,15.6419,16.8964,60706333.9,15
0.6488,6.6707,8.3665,1.6026,1.5536,32.3546,-0.009,400437169.6,4.5797,-13.7079,5.9721,-54.0576,10.0208,36.2661,4.4041,5.9454,838010.87,25
0.1925,3.4228,4.6755,1.3645,1.0774,37.6127,-0.0369,3498247291,0.534,4.5333,2.6948,82.446,0.9157,1.9221,8.6929,9.9254,8730283.87,15
0.1084,6.1277,7.3968,1.248,1.1644,52.895,-0.067,995325773.2,-15.7633,2380.9052,-35.4032,50.2474,4.8074,0.0726,8.2828,7.9127,3191146.13,25
0.3563,9.4482,10.9461,3.8138,2.7509,24.5082,-0.0386,35955889417,60.9498,7.1206,81.0567,37.8197,6.8803,0.9237,16.0477,16.1356,75482518.55,15
0.3718,8.0617,10.2723,0.9464,0.5516,50.2729,0.0639,4471864185,10.4364,-9.6193,4.163,9.3619,3.2667,1.8641,6.815,7.1619,17656435.98,25
0.402,0.2968,-1.5929,1.4464,1.0671,48.605,-0.1609,5063592864,2.7293,-0.738,0.5941,-48.9332,1.307,1.9005,-0.4282,3.0656,16912782.7,25
0.4295,5.926,12.0261,1.3034,0.9678,57.2292,0.0732,5231854443,1.38,-11.375,-4.2721,-29.29,2.8708,2.2231,5.9615,6.3634,25941997.86,15
0.2104,-18.7422,-32.6834,0.5994,0.4818,50.4206,0.1065,5652074301,-11.8994,-14.6653,-3.512,59.5063,2.4239,3.4846,-44.7551,-5.7203,29859751.3,25
0.0635,4.2396,7.6647,1.7198,0.5248,51.1446,-0.0172,1720982430,4.4338,70.2632,1.0151,232.0841,128.2814,0.1304,13.9244,20.0415,7890953.52,25
0.1251,11.9536,15.2516,3.3972,2.8584,28.7883,-0.1615,1075329833,44.656,25.6502,-5.3497,182.0042,3.3751,2.1409,36.6063,15.3017,1258188.91,25
0.2866,2.2199,2.5001,1.6563,1.3051,55.5906,-0.0971,265317814.6,10.061,3.7488,2.4308,140.648,0.6807,1.2034,1.8147,1.6121,1992357.21,25
0.3429,2.7325,5.147,0.7597,0.5969,67.6827,-0.0251,3961230476,6.3451,9.6521,3.85,-0.1548,2.1417,1.7965,1.2032,2.9233,46804561.52,15
0.3083,19.9826,25.0292,2.2314,2.0023,38.8496,-0.053,2323820764,11.8613,127.6562,11.6356,63.9056,38.7816,5.4237,23.7459,20.2079,18124042.7,25
0.3185,-3.3954,-8.0488,0.5239,0.3199,41.0937,0.0095,4203827572,-4.1789,6.7865,-0.5051,75.1433,100.6134,4.9287,-6.6539,-1.478,22413128.64,25
0.1622,-0.2697,0.1618,2.7427,2.7167,10.1401,0.1432,78544670.3,-0.6355,-11.945,0.9831,-41.0393,48.906,26.6991,0.471,5.3081,383479.5,25
0.0918,10.4053,11.2846,4.4728,3.9539,35.4023,0.0514,6416041029,-26.1655,-38.2613,-0.7091,-35.9707,65.2576,0.4869,48.9589,46.5339,48502060.08,25
0.1039,3.0135,23.2418,1.5579,0.412,83.8587,-0.0321,43906304893,46.5029,67.9195,8.4469,299.5376,13.6889,0.106,16.15,12.1312,946120235.2,25
0.0174,-69.5131,-107.4629,0.6792,0.6346,23.7512,-0.4469,157740449.8,-49.2966,-94.6953,-19.7934,16.153,0.3184,1.1552,-529.8191,-989.8622,1565381.8,25
0.3947,34.3945,47.6822,1.2655,0.8645,45.7673,0.371,4140286197,15.6061,38.7356,16.1129,87.4494,20.7218,1.2045,42.2726,33.4259,39627129.56,25
0.2088,12.6111,13.5631,1.8489,1.7688,17.7898,0.4285,2239370485,5.2513,-18.7798,-4.3618,-39.1175,4.4861,5.4518,33.0833,27.7347,40604499.97,25
0.3143,15.9632,17.1692,5.7145,4.8682,16.3954,0.0739,2186854263,30.7394,16.8716,14.1492,70.7824,1.0122,1.3372,26.7102,33.0381,2748183.1,25
0.6227,7.0901,9.8222,1.7681,1.6975,37.0506,0.1568,1412862146,2.0065,7.7123,4.9035,121.6115,2700.4624,22.6742,7.0916,6.4284,16298802.32,25
0.091,9.1999,15.5522,1.9088,0.5282,56.6857,-0.0403,8166337144,3.2708,15.332,-8.7927,58.7796,8.1644,0.0476,47.5792,35.906,112214723.9,25
0.0758,1.2004,0.1507,1.1403,0.4986,32.8913,0.0051,4044105252,-7.7329,11.7304,-1.1945,-113.8438,13.4965,0.5334,3.9389,-10.2434,14411883.57,25
0.6029,9.8792,13.3012,1.4739,1.097,41.9674,0.2113,3495445210,5.6797,15.5846,4.5213,50.6102,3.3341,2.7068,9.1307,7.9123,25512635.71,25
0.3125,5.4873,6.8376,3.4465,3.1043,22.7171,0.0785,855595635.6,4.5703,29.8082,-6.9139,287.0807,1.1536,1.2975,9.9483,10.7634,5794325.02,15
0.3615,6.218,6.9203,3.3023,2.413,23.8703,0.1757,2282349261,8.8153,15.1367,2.8469,207.5613,1.7368,1.5465,8.4626,5.8833,7335954.38,25
0.4405,5.2049,12.3793,1.6711,1.4308,61.6602,-0.0151,3577214930,19.8667,9.7401,7.5527,58.2858,0.9112,2.4953,5.3179,6.5321,22268326.67,25
0.4209,11.5628,16.1079,0.9125,0.7014,38.1153,0.0807,2650420048,6.94,-2.1137,6.8222,-39.5278,4.0577,4.2497,12.4255,8.5235,27216308.9,15
0.0349,0.7723,3.5086,1.4568,0.3356,83.7763,0.029,2492750175,51.8629,-5.5859,-2.9764,-448.0656,4.4879,0.0359,3.0028,-9.7439,9995193.38,25
0.5015,24.5268,23.5566,5.4356,5.0437,15.7791,-0.2571,1827605172,0.8097,6.5538,-6.72,4.1099,3265.0488,2.9776,25.2525,20.8809,16610618.33,25
0.7068,7.7645,10.7214,0.662,0.3249,44.6723,0.0234,28731833767,12.5302,11.5398,4.6391,47.2598,41.3333,5.1004,5.4448,5.8897,64518712.38,25
1.0827,25.5919,36.2403,1.2716,0.5345,40.649,0.1534,14645418927,14.5351,7.6719,4.4429,0.824,240.4588,3.5819,12.3843,9.7469,134431726.3,25
0.2782,7.7541,8.4763,3.6787,3.3784,17.3461,-0.1547,2424159706,1.7585,1.8871,1.1439,-14.3695,3.4606,2.3736,12.4016,18.9707,11145751.76,25
0.1829,-1.8166,-1.9262,3.9998,3.2989,19.5604,0.2798,1112708220,-4.1442,-10.4565,3.4132,193.0562,8.3296,0.8492,-1.2402,9.2048,20219122.02,25
0.2354,11.7765,9.9008,3.2607,2.0505,12.4144,0.5636,9456523451,0.4679,20.6299,0.264,58.3652,62.8863,2.4406,23.77,19.0551,53079133.85,25
0.3263,7.395,10.3692,1.6528,1.452,45.7141,0.1265,4531087719,-6.2494,-11.6304,-1.2568,31.6114,2.5818,3.8756,9.5399,9.1199,15882257.44,15
0.19,5.7397,5.5709,0.9644,0.7734,51.9594,0.0516,12643281047,-3.5859,-0.3487,1.2391,-11.0595,2.1926,1.44,9.7942,8.6294,48898377.34,25
0.2174,-3.6289,-8.2251,1.4057,0.9212,49.0092,0.028,979674162.3,2.0633,-17.3829,-5.196,-298.4783,1.3053,0.814,-9.0399,-13.7156,4294688.38,15
